Kennzeichen;Identnummer;Bankleitzahl;Institutsart;Sektor;Firmenbuchnummer;Bankenname;Straße;PLZ;Ort;Postadresse / Straße;Postadresse / PLZ;Postadresse / Ort;Postfach;Bundesland;Telefon;Fax;E-Mail;SWIFT-Code;Homepage;Gründungsdatum;LEI
;257575;38120;;Raiffeisen;67661b;Raiffeisenbank Ilz-Großsteinbach-Riegersburg eGen;Ilz 61;8262;Ilz;;;;;Steiermark;03385/363;;info@rbilz.at;RZSTAT2G151;www.rbilz.at;02.02.1898;529900PPVG3BDSDC4D89
;256927;38122;;Raiffeisen;59121v;Raiffeisenbank Region Fürstenfeld eGen;Stadt-Zug-Platz 4;8280;Fürstenfeld;;;;;Steiermark;03382/52363;;office@rbfuerstenfeld.at;RZSTAT2G077;www.rbfuerstenfeld.at;31.07.1926;529900KM8P1Q4L0HCX48
;257990;38128;;Raiffeisen;60353f;Raiffeisenbank Region Radkersburg eGen;Halbenrainer Straße 2;8490;Bad Radkersburg;;8490;Bad Radkersburg;9;Steiermark;03476/2312;;info@rb-radkersburg.at;RZSTAT2G312;www.raiffeisen.at/stmk/bad-radkersburg;01.01.1923;529900ROD7LCYFUHIV64
Hauptanstalt;257451;38129;KI;Raiffeisen;82851s;Raiffeisenbank Mariazellerland eGen;Hauptplatz 1;8630;Mariazell;;8630;Mariazell;5;Steiermark;03882/2322;;info.38129@rb-mariazellerland.at;RZSTAT2G129;www.raiffeisen.at/mariazellerland;11.02.1902;529900S2OJ5QFB1T2N70
;259578;38131;;Raiffeisen;66811b;Raiffeisenbank Region Feldbach eGen;Hauptplatz 18;8330;Feldbach;Hauptplatz 18;8330;Feldbach;;Steiermark;03152/4222-0;;info.38497@rb-regionfeldbach.at;RZSTAT2G497;www.rb-regionfeldbach.at;01.01.1899;5299009VLI8ZROIK9N78
;256820;38132;;Raiffeisen;53892d;Raiffeisenbank Region Fehring eGen;Fehring;8350;Fehring;;;;;Steiermark;03155/2257;;office@meinebank.cc;RZSTAT2G071;www.meinebank.cc;24.07.1898;529900G6PA459NC9MA06
Hauptanstalt;247502;38133;KI;Raiffeisen;66741z;Raiffeisenbank Hausmannstätten eGen;Grazer Staße 6;8071;Hausmannstätten;Grazer Straße 6;8071;Hausmannstätten;;Steiermark;31354621241;;anita.weingraber@rb-38133.raiffeisen.at;RZSTAT2G133;www.raiffeisen.at/hausmannstaetten;10.04.1894;529900BE5LJFTFGTT751
Hauptanstalt;258067;38138;KI;Raiffeisen;67290g;Raiffeisenbank Gratwein-Hitzendorf eGen;Bahnhofstrasse 22;8112;Gratwein-Straßengel;;;;;Steiermark;03124/51321;;info.38138@rb38138.at;RZSTAT2G138;www.rb38138.at;01.01.1901;5299007D752OSBB86237
Hauptanstalt;257575;38151;KI;Raiffeisen;67661b;Raiffeisenbank Ilz-Großsteinbach-Riegersburg eGen;Ilz 61;8262;Ilz;;;;;Steiermark;03385/363;;info@rbilz.at;RZSTAT2G151;www.rbilz.at;02.02.1898;529900PPVG3BDSDC4D89
Hauptanstalt;257621;38170;KI;Raiffeisen;69259b;Raiffeisenbank Heiligenkreuz-Kirchbach -St. Georgen eGen;Kirchbach 12;8082;Kirchbach-Zerlach;;;;;Steiermark;03116/2255;;info.38170@rb-38170.raiffeisen.at;RZSTAT2G170;https://www.raiffeisen.at/stmk/kirchbach;17.03.1896;529900SATWR4ODD5IU36
;256846;38171;;Raiffeisen;67767h;Raiffeisenbank Mittlere Südoststeiermark eGen;Paldau 40;8341;Paldau;Paldau 40;8341;Paldau;;Steiermark;03150/5150;;service@genaumeinebank.at;RZSTAT2G075;www.genaumeinebank.at;01.01.1893;529900RQ94JHBXLQYS17
Hauptanstalt;256684;38186;KI;Raiffeisen;83565s;Raiffeisenbank Mürztal eGen;Grazer Straße 19;8680;Mürzzuschlag;;;;;Steiermark;03852/2658110;;info.38186@rbmuerztal.at;RZSTAT2G186;www.raiffeisen.at/stmk/muerztal;19.01.1919;529900FS1NI3QY3KFM24
Hauptanstalt;257672;38187;KI;Raiffeisen;46724m;Raiffeisenbank Weiz-Anger eGen;Kapruner Generator Straße 10;8160;Weiz;;;;;Steiermark;03172/2768;;info.38187@rb-38187.raiffeisen.at;RZSTAT2G187;www.rb-weiz-anger.at;08.09.1897;5299000OBYTT24O0ST84
Hauptanstalt;257699;38206;KI;Raiffeisen;48876b;Raiffeisenbank Leibnitz eGen;Bahnhofstraße 2;8430;Leibnitz;;8430;Leibnitz;19;Steiermark;03452/82800;;info@rbleibnitz.at;RZSTAT2G206;www.rbleibnitz.at;05.09.1897;529900JVEDZDVL51Z085
Hauptanstalt;257710;38210;KI;Raiffeisen;52533f;Raiffeisenbank Kalsdorf-Lieboch-Stainz eGen;Packer Straße 131;8501;Lieboch;Grazer Straße 7;8510;Stainz;;Steiermark;03463/2326;;office@rb38210.at;RZSTAT2G210;http://www.rb38210.at;01.07.1900;529900QLEC5P826ESS32
;247413;38211;;Raiffeisen;47019x;Raiffeisenbank Lipizzanerheimat eGen;Conrad-von-Hötzendorf-Straße 5;8570;Voitsberg;Conrad-von-Hötzendorf-Straße 5;8570;Voitsberg;;Steiermark;03142/21321;;info@rb-lipizzanerheimat.at;RZSTAT2G487;www.rb-lipizzanerheimat.at;13.07.1902;529900XS6MCV68IFRW92
Hauptanstalt;257753;38215;KI;Raiffeisen;85758s;Raiffeisenbank Region Liezen eGen;Hauptplatz 11;8940;Liezen;;8940;Liezen;7;Steiermark;03612/22203;;office@raiffeisen-liezen.at;RZSTAT2G215;www.raiffeisen-liezen.at;01.01.1894;529900H59EKJMH0GFO68
;258954;38223;;Raiffeisen;67302z;Raiffeisenbank Region Graz Nord eGen;Grazer Straße 62;8045;Graz;;8045;Graz-Andritz;3;Steiermark;0316/6993;;info@lebensraumbank.at;RZSTAT2G377;https://www.raiffeisen.at/stmk/region-graz-nord;05.07.1896;529900CUU4JC0MBXOU43
Hauptanstalt;257788;38227;KI;Raiffeisen;83488b;Raiffeisenbank Liesingtal-St. Stefan eGen;Hauptstraße 18;8774;Mautern (Stmk.);Raiffeisen-Platz 1;8770;St.Michael in Obersteiermark;;Steiermark;03845/3188;;info@38227.at;RZSTAT2G227;http:www.stmk.raiffeisen.at/liesingtal;25.09.1910;529900J5TTRCNNV7T835
;247413;38235;;Raiffeisen;47019x;Raiffeisenbank Lipizzanerheimat eGen;Conrad-von-Hötzendorf-Straße 5;8570;Voitsberg;Conrad-von-Hötzendorf-Straße 5;8570;Voitsberg;;Steiermark;03142/21321;;info@rb-lipizzanerheimat.at;RZSTAT2G487;www.rb-lipizzanerheimat.at;13.07.1902;529900XS6MCV68IFRW92
;258989;38238;;Raiffeisen;53595t;Raiffeisenbank Murau eGen;Bundesstraße 5;8850;Murau;Bundesstraße 5;8850;Murau;;Steiermark;03532/2315;;info@rbmurau.at;RZSTAT2G402;www.rbmurau.at;17.04.1898;529900OWAHL9U8K9E874
;256684;38240;;Raiffeisen;83565s;Raiffeisenbank Mürztal eGen;Grazer Straße 19;8680;Mürzzuschlag;;;;;Steiermark;03852/2658110;;info.38186@rbmuerztal.at;RZSTAT2G186;www.raiffeisen.at/stmk/muerztal;19.01.1919;529900FS1NI3QY3KFM24
Hauptanstalt;257869;38249;KI;Raiffeisen;55977w;Raiffeisenbank Steirisches Salzkammergut-Öblarn eGen;Bad Mitterndorf 13;8983;Bad Mitterndorf;;;;;Steiermark;03623/6000;;info.38249@rb-38249.raiffeisen.at;RZSTAT2G249;www.raiffeisen.at/steirisches-salzkammergut-oeblarn;01.01.1894;529900YKUKGMCT6COC26
Hauptanstalt;257877;38252;KI;Raiffeisen;38241m;Raiffeisenbank Nestelbach-Eggersdorf eGen;Schemerlhöhe 71;8302;Nestelbach bei Graz;;;;;Steiermark;03133/47000;;info@wearebanking.at;RZSTAT2G252;www.raiffeisen.at/nestelbach-eggersdorf;17.03.1895;529900EDACO4YT5O9K42
;258300;38261;;Raiffeisen;77960y;Raiffeisenbank Zirbenland eGen;Hauptplatz 12;8750;Judenburg;;;;;Steiermark;03572/82651;;info@rb-zirbenland.at;RZSTAT2G368;www.rb-zirbenland.at;19.07.1908;529900KYPXTATAT5ZN25
;256960;38262;;Raiffeisen;69583d;Raiffeisenbank Gleinstätten-Leutschach-Wildon eGen;Gleinstätten 168;8443;Gleinstätten;;;;;Steiermark;+43 3457 4077 0;;info@rbgleinstaetten.at;RZSTAT2G102;www.rbgleinstaetten.at;01.01.1897;529900HUNXOFZ7HGUU35
;257869;38266;;Raiffeisen;55977w;Raiffeisenbank Steirisches Salzkammergut-Öblarn eGen;Bad Mitterndorf 13;8983;Bad Mitterndorf;;;;;Steiermark;03623/6000;;info.38249@rb-38249.raiffeisen.at;RZSTAT2G249;www.raiffeisen.at/steirisches-salzkammergut-oeblarn;01.01.1894;529900YKUKGMCT6COC26
Hauptanstalt;257958;38282;KI;Raiffeisen;69221x;Raiffeisenbank Passail eGen;Markt 15;8162;Passail;;;;;Steiermark;03179/23214;;info.38282@rbpassail.at;RZSTAT2G282;www.rbpassail.at;03.12.1911;529900QRFKD32R2U5K09
;256994;38285;;Raiffeisen;59013i;Raiffeisenbank Region Gleisdorf-Pischelsdorf eGen;Florianiplatz 18-19;8200;Gleisdorf;Florianiplatz 18-19;8200;Gleisdorf;;Steiermark;4331122542;;maria.zuber@wirsindbank.at;RZSTAT2G103;www.wirsindbank.at;07.08.1921;529900Y5NUIF87YASP37
;256960;38292;;Raiffeisen;69583d;Raiffeisenbank Gleinstätten-Leutschach-Wildon eGen;Gleinstätten 168;8443;Gleinstätten;;;;;Steiermark;+43 3457 4077 0;;info@rbgleinstaetten.at;RZSTAT2G102;www.rbgleinstaetten.at;01.01.1897;529900HUNXOFZ7HGUU35
;256722;38311;;Raiffeisen;53624i;Raiffeisenbank Oststeiermark Nord eGen;Raiffeisenplatz 200;8225;Pöllau bei Hartberg;;;;;Steiermark;+43 3335 48800;;info@dieraiffeisenbank.at;RZSTAT2G023;www.dieraiffeisenbank.at;03.02.1903;5299006SI21AP8AO6N63
Hauptanstalt;257990;38312;KI;Raiffeisen;60353f;Raiffeisenbank Region Radkersburg eGen;Halbenrainer Straße 2;8490;Bad Radkersburg;;8490;Bad Radkersburg;9;Steiermark;03476/2312;;info@rb-radkersburg.at;RZSTAT2G312;www.raiffeisen.at/stmk/bad-radkersburg;01.01.1923;529900ROD7LCYFUHIV64
;257575;38326;;Raiffeisen;67661b;Raiffeisenbank Ilz-Großsteinbach-Riegersburg eGen;Ilz 61;8262;Ilz;;;;;Steiermark;03385/363;;info@rbilz.at;RZSTAT2G151;www.rbilz.at;02.02.1898;529900PPVG3BDSDC4D89
;258067;38333;;Raiffeisen;67290g;Raiffeisenbank Gratwein-Hitzendorf eGen;Bahnhofstrasse 22;8112;Gratwein-Straßengel;;;;;Steiermark;03124/51321;;info.38138@rb38138.at;RZSTAT2G138;www.rb38138.at;01.01.1901;5299007D752OSBB86237
;257621;38335;;Raiffeisen;69259b;Raiffeisenbank Heiligenkreuz-Kirchbach -St. Georgen eGen;Kirchbach 12;8082;Kirchbach-Zerlach;;;;;Steiermark;03116/2255;;info.38170@rb-38170.raiffeisen.at;RZSTAT2G170;https://www.raiffeisen.at/stmk/kirchbach;17.03.1896;529900SATWR4ODD5IU36
Hauptanstalt;258075;38346;KI;Raiffeisen;56745z;Raiffeisenbank Aichfeld eGen;Kärntner Straße 2;8720;Knittelfeld;;;;;Steiermark;03512/84550;;info@rbaichfeld.at;RZSTAT2G346;www.rbaichfeld.at;15.07.1900;529900KKMSLF6I7F5T86
Hauptanstalt;258083;38347;KI;Raiffeisen;79781a;Raiffeisenbank Turnau-St. Lorenzen eGen;Hauptstraße 21;8641;St. Marein im Mürztal;;;;;Steiermark;03864/2296;;info.38347@rb-38347.raiffeisen.at;RZSTAT2G347;www.raiffeisen.at/38347;17.01.1897;529900BTDS34PLCQRX17
;257753;38348;;Raiffeisen;85758s;Raiffeisenbank Region Liezen eGen;Hauptplatz 11;8940;Liezen;;8940;Liezen;7;Steiermark;03612/22203;;office@raiffeisen-liezen.at;RZSTAT2G215;www.raiffeisen-liezen.at;01.01.1894;529900H59EKJMH0GFO68
Hauptanstalt;197017;38367;KI;Raiffeisen;59147g;Raiffeisenbank Graz-St. Peter eGen;St. Peter Hauptstr. 55;8042;Graz-St. Peter;;8042;Graz-St.Peter;5;Steiermark;0316/4699;;info@meinebank.at;RZSTAT2G367;www.meinebank.at;25.05.1930;529900EE7UGTSIXNVP60
Hauptanstalt;258300;38368;KI;Raiffeisen;77960y;Raiffeisenbank Zirbenland eGen;Hauptplatz 12;8750;Judenburg;;;;;Steiermark;03572/82651;;info@rb-zirbenland.at;RZSTAT2G368;www.rb-zirbenland.at;19.07.1908;529900KYPXTATAT5ZN25
Hauptanstalt;258334;38370;KI;Raiffeisen;54019s;Raiffeisenbank Mureck eGen;Hauptplatz 8;8480;Mureck;Hauptplatz 8;8480;Mureck;;Steiermark;03472/2025;;info@rbmureck.at;RZSTAT2G370;www.rbmureck.at;16.06.1900;52990059EQPS5XDTSY92
;256994;38372;;Raiffeisen;59013i;Raiffeisenbank Region Gleisdorf-Pischelsdorf eGen;Florianiplatz 18-19;8200;Gleisdorf;Florianiplatz 18-19;8200;Gleisdorf;;Steiermark;4331122542;;maria.zuber@wirsindbank.at;RZSTAT2G103;www.wirsindbank.at;07.08.1921;529900Y5NUIF87YASP37
;257788;38373;;Raiffeisen;83488b;Raiffeisenbank Liesingtal-St. Stefan eGen;Hauptstraße 18;8774;Mautern (Stmk.);Raiffeisen-Platz 1;8770;St.Michael in Obersteiermark;;Steiermark;03845/3188;;info@38227.at;RZSTAT2G227;http:www.stmk.raiffeisen.at/liesingtal;25.09.1910;529900J5TTRCNNV7T835
;256846;38374;;Raiffeisen;67767h;Raiffeisenbank Mittlere Südoststeiermark eGen;Paldau 40;8341;Paldau;Paldau 40;8341;Paldau;;Steiermark;03150/5150;;service@genaumeinebank.at;RZSTAT2G075;www.genaumeinebank.at;01.01.1893;529900RQ94JHBXLQYS17
;256781;38375;;Raiffeisen;59660k;Raiffeisenbank Schilcherland eGen;Raiffeisenstraße 1;8530;Deutschlandsberg;;;;;Steiermark;03462/2401;;info.38043@rb-schilcherland.at;RZSTAT2G043;www.rb-schilcherland.at;24.05.1931;5299005Z1TY1BALSWA53
Hauptanstalt;258954;38377;KI;Raiffeisen;67302z;Raiffeisenbank Region Graz Nord eGen;Grazer Straße 62;8045;Graz;;8045;Graz-Andritz;3;Steiermark;0316/6993;;info@lebensraumbank.at;RZSTAT2G377;https://www.raiffeisen.at/stmk/region-graz-nord;05.07.1896;529900CUU4JC0MBXOU43
Hauptanstalt;258989;38402;KI;Raiffeisen;53595t;Raiffeisenbank Murau eGen;Bundesstraße 5;8850;Murau;Bundesstraße 5;8850;Murau;;Steiermark;03532/2315;;info@rbmurau.at;RZSTAT2G402;www.rbmurau.at;17.04.1898;529900OWAHL9U8K9E874
Hauptanstalt;259012;38403;KI;Raiffeisen;56549k;Raiffeisenbank Region Hartberg eGen;Wiesengasse 2;8230;Hartberg;;;;;Steiermark;03332/20900;;info@raiffeisenhartberg.at;RZSTAT2G403;www.raiffeisenhartberg.at;12.04.1897;529900G0O4D2ZDKYAM83
;256811;38407;;Raiffeisen;59179d;Raiffeisenbank Süd-Weststeiermark eGen;Oberer Markt 9;8551;Wies (Stmk.);;;;;Steiermark;03465/22030;;info.38056@rb-38056.raiffeisen.at;RZSTAT2G056;www.raiffeisen.at/sued-weststeiermark;10.05.1910;529900S7RDLH962SLR89
;259012;38411;;Raiffeisen;56549k;Raiffeisenbank Region Hartberg eGen;Wiesengasse 2;8230;Hartberg;;;;;Steiermark;03332/20900;;info@raiffeisenhartberg.at;RZSTAT2G403;www.raiffeisenhartberg.at;12.04.1897;529900G0O4D2ZDKYAM83
Hauptanstalt;259098;38420;KI;Raiffeisen;66776a;Raiffeisenbank Straß-Spielfeld eGen;Hauptstraße 59;8472;Straß;Hauptstraße 59;8472;Straß;;Steiermark;03453/2339;;info@rbstrass.at;RZSTAT2G420;www.rbstrass.at;01.01.1897;5299000ZVON1HSFMRU07
Hauptanstalt;259136;38433;KI;Raiffeisen;67603t;Raiffeisenbank Stallhofen eGen;Raiffeisenplatz 1;8152;Stallhofen;;;;;Steiermark;03142/22163;;info.38433@rb-38433.raiffeisen.at;RZSTAT2G433;www.raiffeisen.at/stallhofen;28.06.1899;529900X110E4BDKR0G09
;257990;38436;;Raiffeisen;60353f;Raiffeisenbank Region Radkersburg eGen;Halbenrainer Straße 2;8490;Bad Radkersburg;;8490;Bad Radkersburg;9;Steiermark;03476/2312;;info@rb-radkersburg.at;RZSTAT2G312;www.raiffeisen.at/stmk/bad-radkersburg;01.01.1923;529900ROD7LCYFUHIV64
Hauptanstalt;259195;38439;KI;Raiffeisen;53593p;Raiffeisenbank Graz-Straßgang eGen;Kärntner Straße 394;8054;Graz;;;;;Steiermark;0316/2550;;info@rb-strassgang.at;RZSTAT2G439;www.rb-strassgang.at;12.03.1905;52990002L2FUVOJEWS11
;258989;38452;;Raiffeisen;53595t;Raiffeisenbank Murau eGen;Bundesstraße 5;8850;Murau;Bundesstraße 5;8850;Murau;;Steiermark;03532/2315;;info@rbmurau.at;RZSTAT2G402;www.rbmurau.at;17.04.1898;529900OWAHL9U8K9E874
Hauptanstalt;256765;38460;KI;Raiffeisen;73487w;Raiffeisenbank Leoben-Bruck eGen;Grazerstraße 63;8605;Kapfenberg;;;;;Steiermark;50460;;info.38460@rblb.at;RZSTAT2G460;www.rblb.at;01.01.1899;529900GC5ZDA0LHHIK36
;258083;38462;;Raiffeisen;79781a;Raiffeisenbank Turnau-St. Lorenzen eGen;Hauptstraße 21;8641;St. Marein im Mürztal;;;;;Steiermark;03864/2296;;info.38347@rb-38347.raiffeisen.at;RZSTAT2G347;www.raiffeisen.at/38347;17.01.1897;529900BTDS34PLCQRX17
;257710;38477;;Raiffeisen;52533f;Raiffeisenbank Kalsdorf-Lieboch-Stainz eGen;Packer Straße 131;8501;Lieboch;Grazer Straße 7;8510;Stainz;;Steiermark;03463/2326;;office@rb38210.at;RZSTAT2G210;http://www.rb38210.at;01.07.1900;529900QLEC5P826ESS32
;257249;38481;;Raiffeisen;82869t;Raiffeisenbank Schladming-Gröbming eGen;Hauptstraße 279;8962;Gröbming;Hauptstraße 279;8962;Gröbming;;Steiermark;+43 3685 22234;;info.38113@38113.at;RZSTAT2G113;www.raiffeisen.at/schladming-groebming;01.01.1902;529900OB49JFT03YO325
Hauptanstalt;247413;38487;KI;Raiffeisen;47019x;Raiffeisenbank Lipizzanerheimat eGen;Conrad-von-Hötzendorf-Straße 5;8570;Voitsberg;Conrad-von-Hötzendorf-Straße 5;8570;Voitsberg;;Steiermark;03142/21321;;info@rb-lipizzanerheimat.at;RZSTAT2G487;www.rb-lipizzanerheimat.at;13.07.1902;529900XS6MCV68IFRW92
Hauptanstalt;259578;38497;KI;Raiffeisen;66811b;Raiffeisenbank Region Feldbach eGen;Hauptplatz 18;8330;Feldbach;Hauptplatz 18;8330;Feldbach;;Steiermark;03152/4222-0;;info.38497@rb-regionfeldbach.at;RZSTAT2G497;www.rb-regionfeldbach.at;01.01.1899;5299009VLI8ZROIK9N78
;256960;38499;;Raiffeisen;69583d;Raiffeisenbank Gleinstätten-Leutschach-Wildon eGen;Gleinstätten 168;8443;Gleinstätten;;;;;Steiermark;+43 3457 4077 0;;info@rbgleinstaetten.at;RZSTAT2G102;www.rbgleinstaetten.at;01.01.1897;529900HUNXOFZ7HGUU35
;256811;38503;;Raiffeisen;59179d;Raiffeisenbank Süd-Weststeiermark eGen;Oberer Markt 9;8551;Wies (Stmk.);;;;;Steiermark;03465/22030;;info.38056@rb-38056.raiffeisen.at;RZSTAT2G056;www.raiffeisen.at/sued-weststeiermark;10.05.1910;529900S7RDLH962SLR89
Hauptanstalt;112097;39000;KI;Raiffeisen;116094b;Raiffeisenlandesbank Kärnten - Rechenzentrum und Revisionsverband, registrierte Genossenschaft mit beschränkter Haftung;Raiffeisenplatz 1;9020;Klagenfurt;;;;;Kärnten;0463/99300;;info@rbgk.raiffeisen.at;RZKTAT2KXXX;www.rlb-bank.at;03.12.1900;5299009EHB4RBGMI5828
Hauptanstalt;114820;39100;KI;Raiffeisen;115073a;Posojilnica Bank eGen;Paulitschg. 5-7;9020;Klagenfurt am Wörthersee;;9020;Klagenfurt;465;Kärnten;0463/512365;;info.39100@poso.at;VSGKAT2KXXX;www.poso.at;01.01.1921;529900KD0L0FDTDAPJ25
;114820;39101;;Raiffeisen;115073a;Posojilnica Bank eGen;Paulitschg. 5-7;9020;Klagenfurt am Wörthersee;;9020;Klagenfurt;465;Kärnten;0463/512365;;info.39100@poso.at;VSGKAT2KXXX;www.poso.at;01.01.1921;529900KD0L0FDTDAPJ25
;114820;39102;;Raiffeisen;115073a;Posojilnica Bank eGen;Paulitschg. 5-7;9020;Klagenfurt am Wörthersee;;9020;Klagenfurt;465;Kärnten;0463/512365;;info.39100@poso.at;VSGKAT2KXXX;www.poso.at;01.01.1921;529900KD0L0FDTDAPJ25
;114820;39104;;Raiffeisen;115073a;Posojilnica Bank eGen;Paulitschg. 5-7;9020;Klagenfurt am Wörthersee;;9020;Klagenfurt;465;Kärnten;0463/512365;;info.39100@poso.at;VSGKAT2KXXX;www.poso.at;01.01.1921;529900KD0L0FDTDAPJ25
;114820;39109;;Raiffeisen;115073a;Posojilnica Bank eGen;Paulitschg. 5-7;9020;Klagenfurt am Wörthersee;;9020;Klagenfurt;465;Kärnten;0463/512365;;info.39100@poso.at;VSGKAT2KXXX;www.poso.at;01.01.1921;529900KD0L0FDTDAPJ25
;114820;39116;;Raiffeisen;115073a;Posojilnica Bank eGen;Paulitschg. 5-7;9020;Klagenfurt am Wörthersee;;9020;Klagenfurt;465;Kärnten;0463/512365;;info.39100@poso.at;VSGKAT2KXXX;www.poso.at;01.01.1921;529900KD0L0FDTDAPJ25
;114820;39117;;Raiffeisen;115073a;Posojilnica Bank eGen;Paulitschg. 5-7;9020;Klagenfurt am Wörthersee;;9020;Klagenfurt;465;Kärnten;0463/512365;;info.39100@poso.at;VSGKAT2KXXX;www.poso.at;01.01.1921;529900KD0L0FDTDAPJ25
;114820;39130;;Raiffeisen;115073a;Posojilnica Bank eGen;Paulitschg. 5-7;9020;Klagenfurt am Wörthersee;;9020;Klagenfurt;465;Kärnten;0463/512365;;info.39100@poso.at;VSGKAT2KXXX;www.poso.at;01.01.1921;529900KD0L0FDTDAPJ25
;268763;39254;;Raiffeisen;110981h;Raiffeisenbank Mittelkärnten eG;Oktoberplatz 1;9300;St. Veit an der Glan;;9300;St. Veit an der Glan;9;Kärnten;04212/5566;;rb.mittelkaernten@rbmk.at;RZKTAT2K475;www.raikastveit.at;06.12.1903;529900FT8EQ3UTVPCG65
;268763;39255;;Raiffeisen;110981h;Raiffeisenbank Mittelkärnten eG;Oktoberplatz 1;9300;St. Veit an der Glan;;9300;St. Veit an der Glan;9;Kärnten;04212/5566;;rb.mittelkaernten@rbmk.at;RZKTAT2K475;www.raikastveit.at;06.12.1903;529900FT8EQ3UTVPCG65
;269379;39257;;Raiffeisen;119565g;Raiffeisenbank Region Villach eG;Nikolaig. 4;9500;Villach;Nikolaigasse 4;9500;Villach;;Kärnten;+43 4242 24943;;info@rbvillach.at;RZKTAT2K496;www.rbvillach.at;27.01.1893;529900UVX2XR8Y4ZUQ97
Hauptanstalt;266809;39267;KI;Raiffeisen;110971v;Raiffeisen-Bezirksbank Spittal/Drau, registrierte Genossenschaft mit beschränkter Haftung;Burgplatz 2;9800;Spittal an der Drau;;9800;Spittal/Drau;22;Kärnten;04762/61701;;rbb.spittal-drau@rbgk.raiffeisen.at;RZKTAT2K267;www.raiffeisen.at/ktn;10.12.1902;529900LYL30YXPC9A987
Hauptanstalt;266868;39271;KI;Raiffeisen;111132f;Raiffeisenbank Brückl-Eberstein-Klein St. Paul-Waisenberg, registrierte Genossenschaft mit beschränkter Haftung;Hüttenberger Straße 1;9371;Brückl;Hüttenbergerstrasse 1;9371;Brückl;;Kärnten;04214 22 23-0;;rb.brueckl@rb-brueckl.at;RZKTAT2K271;http://www.raiffeisen.at/ktn/brueckl;01.01.1880;529900TTPLPGO1Z7JP55
;269441;39272;;Raiffeisen;116028f;Raiffeisenbank Völkermarkt-Bleiburg eGen;Hauptplatz 12;9100;Völkermarkt;;;;;Kärnten;04232/2215;;rb.voelkermarkt-bleiburg@rbgk.raiffeisen.at;RZKTAT2K546;https://www.raiffeisen.at/ktn/voelkermarkt-bleiburg;26.04.1922;5299000LO77G7PYWD232
Hauptanstalt;269220;39288;KI;Raiffeisen;118747d;Raiffeisenbank Eberndorf registrierte Genossenschaft mit beschränkter Haftung;Bahnstraße 22;9141;Eberndorf;Bahnstraße 22;9141;Eberndorf;;Kärnten;04236/2020;;rb.eberndorf@rbeberndorf.at;RZKTAT2K288;www.raikaeberndorf.at;01.01.1890;529900SB2SZS3VO8TA36
Hauptanstalt;269239;39292;KI;Raiffeisen;113148w;Raiffeisenbank Unteres Lavanttal eGen;Lavamünd 41;9473;Lavamünd;Lavamünd 41;9473;Lavamünd;;Kärnten;+43 4356 2255;;rb.unteres-lavanttal@rbul.at;RZKTAT2K292;www.rb-unteres-lavanttal.at;29.06.1902;529900RXFRWBLUILY550
;269379;39305;;Raiffeisen;119565g;Raiffeisenbank Region Villach eG;Nikolaig. 4;9500;Villach;Nikolaigasse 4;9500;Villach;;Kärnten;+43 4242 24943;;info@rbvillach.at;RZKTAT2K496;www.rbvillach.at;27.01.1893;529900UVX2XR8Y4ZUQ97
Hauptanstalt;269492;39320;KI;Raiffeisen;111194x;Raiffeisenbank Grafenstein-Magdalensberg und Umgebung, registrierte Genossenschaft mit beschränkter Haftung;Klopeiner Straße 3;9131;Grafenstein;;;;;Kärnten;04225/2203;;rb.grafenstein@rbgm.at;RZKTAT2K320;www.raiffeisen.at/ktn/grafenstein;13.07.1890;529900LYICCHVV23LU18
;269468;39322;;Raiffeisen;113124i;Raiffeisenbank Großglockner-Weissensee eG;Winklern 37;9841;Winklern im Mölltal;Winklern 37;9841;Winklern;;Kärnten;04822/72210;;office@meibank.at;RZKTAT2K561;www.meibank.at;08.04.1901;529900S9TROSI3DQS421
;268763;39340;;Raiffeisen;110981h;Raiffeisenbank Mittelkärnten eG;Oktoberplatz 1;9300;St. Veit an der Glan;;9300;St. Veit an der Glan;9;Kärnten;04212/5566;;rb.mittelkaernten@rbmk.at;RZKTAT2K475;www.raikastveit.at;06.12.1903;529900FT8EQ3UTVPCG65
;269638;39355;;Raiffeisen;118767h;Raiffeisenbank Wörthersee-Landskron-Gegendtal eG;Karawankenplatz 2;9220;Velden am Wörther See;Karawankenplatz 2;9220;Velden;;Kärnten;59939390;;information@rb39390.at;RZKTAT2K390;www.raiffeisen.at/ktn/woerthersee-landskron-gegendtal/de/meine-bank.html;03.03.1912;52990082FUIF8HZHY732
;112097;39358;;Raiffeisen;116094b;Raiffeisenlandesbank Kärnten - Rechenzentrum und Revisionsverband, registrierte Genossenschaft mit beschränkter Haftung;Raiffeisenplatz 1;9020;Klagenfurt;;;;;Kärnten;0463/99300;;info@rbgk.raiffeisen.at;RZKTAT2KXXX;www.rlb-bank.at;03.12.1900;5299009EHB4RBGMI5828
Hauptanstalt;269590;39364;KI;Raiffeisen;114659t;Raiffeisenbank Karnische Region eG;Gasserplatz 4;9620;Hermagor;Gasserplatz;9620;Hermagor;;Kärnten;04715/8183;;office@rb39364.at;RZKTAT2K364;www.rb-karnischeregion.at;11.02.1907;529900BHW28OSHOYIN59
